platform,owner,repo,id,created,updated,default_branch,#stars,#forks,size,license,main_language,language_distribution,#commits,#branches,#contributors
GitLab,mytcyxy,xjhedazhuang,52334042,2023-11-20T07:39:53.223Z,2025-05-08T08:22:44.257Z,main,0,0.0,31975.0,,,,23.0,1.0,1.0
GitLab,digilab.overheid.nl/ecosystem,digilab-website,46208079,2023-05-22T06:39:41.670Z,2025-05-08T08:58:42.264Z,main,0,2.0,229313039.0,NOASSERTION,HTML,"{""Dockerfile"": {""size"": 1506, ""percentage"": ""2.04""}, ""JavaScript"": {""size"": 5001, ""percentage"": ""6.77""}, ""SCSS"": {""size"": 13262, ""percentage"": ""17.96""}, ""TypeScript"": {""size"": 12667, ""percentage"": ""17.15""}, ""HTML"": {""size"": 41404, ""percentage"": ""56.07""}}",550.0,13.0,16.0
GitLab,gitlab-org/modelops/applied-ml/code-suggestions,ai-assist,39903947,2022-10-03T09:46:11.219Z,2025-05-08T12:46:36.190Z,main,35,30.0,6607220.0,NOASSERTION,Python,"{""Ruby"": {""size"": 8967, ""percentage"": ""0.35""}, ""Dockerfile"": {""size"": 3984, ""percentage"": ""0.16""}, ""Makefile"": {""size"": 7425, ""percentage"": ""0.29""}, ""Python"": {""size"": 2441041, ""percentage"": ""95.72""}, ""Jinja"": {""size"": 72119, ""percentage"": ""2.83""}, ""JavaScript"": {""size"": 5062, ""percentage"": ""0.20""}, ""TypeScript"": {""size"": 33, ""percentage"": ""0.00""}, ""Shell"": {""size"": 11430, ""percentage"": ""0.45""}, ""Smarty"": {""size"": 152, ""percentage"": ""0.01""}}",4566.0,326.0,136.0
GitLab,gitlab-org/security-products/analyzers,clangsa,68785755,2025-04-08T16:54:05.494Z,2025-05-08T11:38:49.136Z,main,0,0.0,351577.0,MIT,Go,"{""Dockerfile"": {""size"": 2112, ""percentage"": ""4.17""}, ""Go"": {""size"": 42408, ""percentage"": ""83.68""}, ""Makefile"": {""size"": 459, ""percentage"": ""0.91""}, ""C"": {""size"": 324, ""percentage"": ""0.64""}, ""Ruby"": {""size"": 5377, ""percentage"": ""10.61""}}",9.0,4.0,3.0
GitLab,truebitspublic,tibanova_app,13231229,2019-07-09T05:55:06.639Z,2025-05-08T12:15:21.468Z,master,0,0.0,522265215.0,,PHP,"{""PHP"": {""size"": 105835427, ""percentage"": ""87.89""}, ""CSS"": {""size"": 4883976, ""percentage"": ""4.06""}, ""HTML"": {""size"": 631757, ""percentage"": ""0.52""}, ""JavaScript"": {""size"": 8231583, ""percentage"": ""6.84""}, ""SCSS"": {""size"": 520359, ""percentage"": ""0.43""}, ""Less"": {""size"": 311983, ""percentage"": ""0.26""}, ""CoffeeScript"": {""size"": 1254, ""percentage"": ""0.00""}, ""Batchfile"": {""size"": 21, ""percentage"": ""0.00""}}",598.0,2.0,4.0
GitLab,Orange-OpenSource/k8s-tz/applications,alloy,66175042,2025-01-15T12:44:48.317Z,2025-05-08T07:35:04.466Z,main,0,0.0,156398.0,,,,442.0,2.0,9.0
GitLab,Yari-Eugster,m254,67344762,2025-02-21T09:28:48.680Z,2025-05-08T13:21:23.425Z,main,0,0.0,609044.0,NOASSERTION,,,19.0,1.0,1.0
GitLab,lund-university/gander,fixation-service,44769780,2023-03-30T16:37:02.693Z,2025-05-08T09:22:03.196Z,main,1,0.0,7259115.0,NOASSERTION,Python,"{""Python"": {""size"": 177783, ""percentage"": ""99.69""}, ""Dockerfile"": {""size"": 557, ""percentage"": ""0.31""}}",143.0,10.0,9.0
GitLab,kaviya-group,java-project,68702392,2025-04-06T05:50:19.974Z,2025-05-08T11:00:57.141Z,main,0,0.0,86041.0,,Java,"{""Java"": {""size"": 13514, ""percentage"": ""77.33""}, ""HTML"": {""size"": 3961, ""percentage"": ""22.67""}}",45.0,1.0,2.0
GitLab,proyecto21974737,proyecto_soporte_tecnico,61517929,2024-09-09T02:52:37.313Z,2025-05-08T13:27:37.814Z,main,0,0.0,1566186.0,,Python,"{""Python"": {""size"": 126531, ""percentage"": ""51.65""}, ""HTML"": {""size"": 86200, ""percentage"": ""35.18""}, ""CSS"": {""size"": 24269, ""percentage"": ""9.91""}, ""JavaScript"": {""size"": 7992, ""percentage"": ""3.26""}}",25.0,1.0,1.0
GitLab,opencity-labs/area-personale,document-dispatcher,47398727,2023-07-04T13:49:50.445Z,2025-05-08T06:28:09.746Z,main,0,1.0,43557954.0,AGPL-3.0,Go,"{""Dockerfile"": {""size"": 1017, ""percentage"": ""0.47""}, ""Go"": {""size"": 215322, ""percentage"": ""98.51""}, ""Shell"": {""size"": 2242, ""percentage"": ""1.03""}}",274.0,14.0,8.0
GitLab,debdistutils/dists,ubuntu,55896901,2024-03-15T21:24:41.903Z,2025-05-08T11:23:23.463Z,main,1,5.0,114374890.0,,,,8471.0,1.0,2.0
GitLab,fami-app-v2,fami-client-grpc,67300056,2025-02-20T03:26:26.686Z,2025-05-08T03:22:36.362Z,main,0,0.0,181685.0,,Go,"{""Makefile"": {""size"": 3690, ""percentage"": ""6.06""}, ""Go"": {""size"": 57197, ""percentage"": ""93.94""}}",44.0,2.0,4.0
GitLab,juwangi-project,juwangi-client,66120231,2025-01-14T01:56:27.646Z,2025-05-08T12:51:34.314Z,main,0,0.0,30660286.0,,JavaScript,"{""HTML"": {""size"": 738, ""percentage"": ""0.02""}, ""JavaScript"": {""size"": 4818092, ""percentage"": ""99.95""}, ""CSS"": {""size"": 1436, ""percentage"": ""0.03""}}",574.0,7.0,21.0
GitLab,brainatron/xbmc,xbmc,19671431,2020-06-30T02:07:19.004Z,2025-05-08T10:13:59.848Z,master,0,1.0,131231488.0,NOASSERTION,C++,"{""CMake"": {""size"": 872658, ""percentage"": ""2.24""}, ""Python"": {""size"": 410614, ""percentage"": ""1.05""}, ""HTML"": {""size"": 199007, ""percentage"": ""0.51""}, ""JavaScript"": {""size"": 912837, ""percentage"": ""2.34""}, ""CSS"": {""size"": 53189, ""percentage"": ""0.14""}, ""Shell"": {""size"": 86061, ""percentage"": ""0.22""}, ""C++"": {""size"": 34030557, ""percentage"": ""87.23""}, ""C"": {""size"": 1064512, ""percentage"": ""2.73""}, ""Objective-C++"": {""size"": 541276, ""percentage"": ""1.39""}, ""Objective-C"": {""size"": 172686, ""percentage"": ""0.44""}, ""Makefile"": {""size"": 213208, ""percentage"": ""0.55""}, ""Java"": {""size"": 41252, ""percentage"": ""0.11""}, ""Batchfile"": {""size"": 75624, ""percentage"": ""0.19""}, ""NSIS"": {""size"": 15067, ""percentage"": ""0.04""}, ""GLSL"": {""size"": 80408, ""percentage"": ""0.21""}, ""HLSL"": {""size"": 38797, ""percentage"": ""0.10""}, ""C#"": {""size"": 21783, ""percentage"": ""0.06""}, ""Groovy"": {""size"": 63874, ""percentage"": ""0.16""}, ""SWIG"": {""size"": 9889, ""percentage"": ""0.03""}, ""Perl"": {""size"": 48426, ""percentage"": ""0.12""}, ""M4"": {""size"": 59606, ""percentage"": ""0.15""}}",68328.0,61.0,0.0
GitLab,mytcyxy,yuhefeicuixinjiapo,65270130,2024-12-10T13:28:41.038Z,2025-05-08T11:42:51.125Z,main,0,0.0,26966.0,,,,9.0,1.0,1.0
GitLab,xssr,cyberpunk2078,68603154,2025-04-02T13:57:17.796Z,2025-05-08T13:22:29.660Z,main,0,0.0,6595353667.0,,C#,"{""C#"": {""size"": 4995779, ""percentage"": ""82.83""}, ""ShaderLab"": {""size"": 1000583, ""percentage"": ""16.59""}, ""Objective-C++"": {""size"": 5574, ""percentage"": ""0.09""}, ""HLSL"": {""size"": 13994, ""percentage"": ""0.23""}, ""Mathematica"": {""size"": 15479, ""percentage"": ""0.26""}}",70.0,1.0,5.0
GitLab,Tina_Sayarmoafi,tina_thesis,67624185,2025-03-03T08:56:05.308Z,2025-05-08T09:22:09.160Z,main,0,0.0,35295.0,NOASSERTION,,,1.0,3.0,8.0
GitLab,jbarberia,obraspsse,67711639,2025-03-05T11:03:18.583Z,2025-05-08T12:17:12.955Z,main,0,0.0,85325.0,,Python,"{""Makefile"": {""size"": 261, ""percentage"": ""0.59""}, ""Python"": {""size"": 44334, ""percentage"": ""99.41""}}",33.0,1.0,1.0
GitLab,a_rost,procedural-city,21957050,2020-10-22T16:02:32.441Z,2025-05-08T11:52:25.050Z,master,0,0.0,1431745.0,,Python,"{""Python"": {""size"": 625667, ""percentage"": ""76.89""}, ""C"": {""size"": 162300, ""percentage"": ""19.94""}, ""Cuda"": {""size"": 25789, ""percentage"": ""3.17""}}",410.0,1.0,4.0
GitLab,miramarc,general.it.issues,21595433,2020-10-06T08:53:26.781Z,2025-05-08T11:32:31.989Z,master,0,0.0,27346631.0,,TSQL,"{""TSQL"": {""size"": 38679, ""percentage"": ""100.00""}}",20.0,1.0,3.0
GitLab,mytcyxy,xjsafeiluosi,67749492,2025-03-06T11:43:11.643Z,2025-05-08T09:18:28.379Z,main,0,0.0,31940.0,,,,7.0,1.0,1.0
GitLab,retroabandon,sharp-mz-re,50817165,2023-09-29T11:04:20.250Z,2025-05-08T13:20:05.707Z,main,0,0.0,11996131.0,,Assembly,"{""Shell"": {""size"": 4195, ""percentage"": ""1.70""}, ""Assembly"": {""size"": 242627, ""percentage"": ""98.30""}}",95.0,2.0,2.0
GitLab,mytcyxy,xjweixiansheng4,67584325,2025-03-01T06:43:50.160Z,2025-05-08T08:55:56.610Z,main,0,0.0,31952.0,,,,5.0,1.0,1.0
GitLab,usability-engineering-ar-mr-vr/vivian-framework,vivian-openxr-test-project,51859852,2023-11-03T15:25:59.087Z,2025-05-08T09:12:17.644Z,main,0,0.0,268848145.0,Apache-2.0,,,19.0,1.0,1.0
GitLab,whitebox-aero,whitebox,56243493,2024-03-27T08:56:10.121Z,2025-05-08T12:29:15.897Z,main,7,2.0,3778315.0,AGPL-3.0,Python,"{""Makefile"": {""size"": 3965, ""percentage"": ""0.74""}, ""Shell"": {""size"": 7538, ""percentage"": ""1.42""}, ""Jinja"": {""size"": 2945, ""percentage"": ""0.55""}, ""Python"": {""size"": 300412, ""percentage"": ""56.41""}, ""HTML"": {""size"": 2775, ""percentage"": ""0.52""}, ""JavaScript"": {""size"": 202436, ""percentage"": ""38.01""}, ""TypeScript"": {""size"": 4304, ""percentage"": ""0.81""}, ""CSS"": {""size"": 2971, ""percentage"": ""0.56""}, ""Dockerfile"": {""size"": 5203, ""percentage"": ""0.98""}}",402.0,36.0,6.0
GitLab,argon.datapost,cricauction01,68079543,2025-03-17T08:50:08.976Z,2025-05-08T13:42:02.369Z,main,0,0.0,1546528692.0,NOASSERTION,,,8272.0,1.0,2.0
GitLab,fastogt/fastocloud_ott/turtleott,flash,39698234,2022-09-25T03:05:08.829Z,2025-05-08T04:16:08.835Z,master,0,0.0,1758269.0,GPL-3.0,Dart,"{""Kotlin"": {""size"": 385, ""percentage"": ""0.08""}, ""Ruby"": {""size"": 1354, ""percentage"": ""0.28""}, ""Swift"": {""size"": 391, ""percentage"": ""0.08""}, ""Objective-C"": {""size"": 38, ""percentage"": ""0.01""}, ""Dart"": {""size"": 485269, ""percentage"": ""99.11""}, ""Shell"": {""size"": 255, ""percentage"": ""0.05""}, ""HTML"": {""size"": 1941, ""percentage"": ""0.40""}}",9.0,1.0,4.0
GitLab,arbetsformedlingen/taxonomy-dev/frontend,taxonomy-atlas-experimental,65086033,2024-12-04T13:05:43.106Z,2025-05-08T05:05:58.104Z,main,0,0.0,435776.0,Apache-2.0,TypeScript,"{""TypeScript"": {""size"": 10967, ""percentage"": ""83.47""}, ""HTML"": {""size"": 591, ""percentage"": ""4.50""}, ""JavaScript"": {""size"": 734, ""percentage"": ""5.59""}, ""CSS"": {""size"": 847, ""percentage"": ""6.45""}}",188.0,4.0,6.0
GitLab,Pythia8,releases,12340057,2019-05-15T09:11:41.807Z,2025-05-08T06:22:15.446Z,master,27,12.0,132942324.0,NOASSERTION,C++,"{""Makefile"": {""size"": 11386, ""percentage"": ""0.04""}, ""C++"": {""size"": 23135873, ""percentage"": ""82.80""}, ""C"": {""size"": 6107, ""percentage"": ""0.02""}, ""Pawn"": {""size"": 7049, ""percentage"": ""0.03""}, ""Shell"": {""size"": 30096, ""percentage"": ""0.11""}, ""HTML"": {""size"": 4746742, ""percentage"": ""16.99""}, ""JavaScript"": {""size"": 2965, ""percentage"": ""0.01""}, ""CSS"": {""size"": 2962, ""percentage"": ""0.01""}}",71.0,1.0,1.0
GitLab,mayo.ortiz.adria,projecte4_entrebicis,67985553,2025-03-13T12:50:47.062Z,2025-05-08T10:02:14.182Z,main,1,0.0,12745559.0,,HTML,"{""Java"": {""size"": 8832, ""percentage"": ""3.51""}, ""HTML"": {""size"": 237300, ""percentage"": ""94.35""}, ""Kotlin"": {""size"": 5369, ""percentage"": ""2.13""}}",19.0,5.0,4.0
GitLab,paulrm,2do-data,10533270,2019-01-25T11:22:39.965Z,2025-05-08T07:01:07.493Z,master,1,0.0,3026230.0,,Makefile,"{""Makefile"": {""size"": 2560, ""percentage"": ""59.95""}, ""PHP"": {""size"": 1234, ""percentage"": ""28.90""}, ""Ruby"": {""size"": 476, ""percentage"": ""11.15""}}",4767.0,3.0,3.0
GitLab,tidepool,blip,18488093,2020-04-29T17:19:55.286Z,2025-05-08T05:14:38.491Z,WEB-803hotfix-ignore-future-data,1,0.0,6916986.0,BSD-2-Clause,JavaScript,"{""Dockerfile"": {""size"": 4027, ""percentage"": ""0.19""}, ""JavaScript"": {""size"": 1997800, ""percentage"": ""93.15""}, ""Less"": {""size"": 140895, ""percentage"": ""6.57""}, ""Shell"": {""size"": 1335, ""percentage"": ""0.06""}, ""EJS"": {""size"": 579, ""percentage"": ""0.03""}}",5247.0,821.0,58.0
GitLab,dtgeo.wp5dtc1,dtc51,61953620,2024-09-24T08:54:13.408Z,2025-05-08T07:49:02.702Z,main,0,0.0,238624.0,,Python,"{""Python"": {""size"": 14476, ""percentage"": ""100.00""}}",15.0,12.0,3.0
GitLab,nsf-muses/module-holographic-eos,muses-numrelholo,61724662,2024-09-16T15:54:10.837Z,2025-05-08T01:24:16.106Z,main,0,0.0,72475487.0,MPL-2.0,C++,"{""Dockerfile"": {""size"": 2083, ""percentage"": ""1.12""}, ""Makefile"": {""size"": 3141, ""percentage"": ""1.69""}, ""Shell"": {""size"": 2403, ""percentage"": ""1.30""}, ""Python"": {""size"": 21110, ""percentage"": ""11.38""}, ""C++"": {""size"": 156504, ""percentage"": ""84.39""}, ""C"": {""size"": 216, ""percentage"": ""0.12""}}",695.0,1.0,7.0
GitLab,droub,learn,68789447,2025-04-08T18:46:15.277Z,2025-05-08T08:31:55.596Z,main,0,0.0,106326382.0,,HTML,"{""Just"": {""size"": 3468, ""percentage"": ""0.01""}, ""Verilog"": {""size"": 12570, ""percentage"": ""0.05""}, ""Python"": {""size"": 343332, ""percentage"": ""1.46""}, ""HTML"": {""size"": 23134517, ""percentage"": ""98.46""}, ""CSS"": {""size"": 836, ""percentage"": ""0.00""}, ""JavaScript"": {""size"": 878, ""percentage"": ""0.00""}}",25.0,1.0,1.0
GitLab,LordTweed,tweeds_roguelite,46562965,2023-06-03T23:06:47.252Z,2025-05-08T01:44:17.758Z,main,2,2.0,717323810.0,,Python,"{""Python"": {""size"": 151668, ""percentage"": ""100.00""}}",1158.0,12.0,10.0
GitLab,groupnejla,printegrationnegativegitlab,57703152,2024-05-09T11:17:50.109Z,2025-05-08T05:13:46.667Z,master,0,0.0,45193.0,,Java,"{""Java"": {""size"": 2039, ""percentage"": ""100.00""}}",2028.0,341.0,116.0
GitLab,samsikarwar,byebyemrp,62959172,2024-10-25T06:38:00.259Z,2025-05-08T09:16:49.176Z,main,0,0.0,649680046.0,MIT,HTML,"{""PHP"": {""size"": 8019565, ""percentage"": ""29.36""}, ""HTML"": {""size"": 17580012, ""percentage"": ""64.37""}, ""Hack"": {""size"": 17548, ""percentage"": ""0.06""}, ""CSS"": {""size"": 739267, ""percentage"": ""2.71""}, ""Less"": {""size"": 69629, ""percentage"": ""0.25""}, ""SCSS"": {""size"": 70517, ""percentage"": ""0.26""}, ""JavaScript"": {""size"": 809887, ""percentage"": ""2.97""}, ""Shell"": {""size"": 4047, ""percentage"": ""0.01""}}",250.0,2.0,3.0
GitLab,vlci/vlci-integracion/src/shell-scripts,postgis-sh,43746115,2023-02-22T13:53:50.049Z,2025-05-08T12:20:24.461Z,main,0,0.0,58935.0,EUPL-1.2,Shell,"{""Shell"": {""size"": 2878, ""percentage"": ""100.00""}}",38.0,2.0,7.0
GitLab,Orange-OpenSource/k8s-tz/deployments,users-configuration,65001629,2024-12-02T08:14:01.068Z,2025-05-08T01:36:30.283Z,main,0,0.0,55675.0,,,,116.0,1.0,3.0
GitLab,dev9041640,blue_target,69037976,2025-04-16T16:56:36.401Z,2025-05-08T11:24:42.831Z,main,0,0.0,2992584.0,,Vue,"{""CSS"": {""size"": 16997, ""percentage"": ""6.45""}, ""SCSS"": {""size"": 34409, ""percentage"": ""13.06""}, ""Vue"": {""size"": 183426, ""percentage"": ""69.61""}, ""JavaScript"": {""size"": 28686, ""percentage"": ""10.89""}}",9.0,1.0,2.0
GitLab,itm301lms,lms56,68224780,2025-03-21T06:35:32.153Z,2025-05-08T13:32:37.003Z,main,1,0.0,739473.0,,JavaScript,"{""JavaScript"": {""size"": 300596, ""percentage"": ""96.70""}, ""HTML"": {""size"": 619, ""percentage"": ""0.20""}, ""CSS"": {""size"": 9635, ""percentage"": ""3.10""}}",68.0,9.0,13.0
GitLab,rule-cycc,geoip,55984647,2024-03-19T12:01:50.166Z,2025-05-08T08:44:17.523Z,master,0,0.0,199765.0,CC-BY-SA-4.0,Go,"{""Shell"": {""size"": 988, ""percentage"": ""1.55""}, ""Go"": {""size"": 62606, ""percentage"": ""98.45""}}",240.0,2.0,20.0
GitLab,WappsiDeveloperWeb01,tiendapro,54161345,2024-01-23T14:19:58.157Z,2025-05-08T12:38:39.851Z,master,0,0.0,299838540.0,NONE,PHP,"{""PHP"": {""size"": 1809012, ""percentage"": ""35.93""}, ""Blade"": {""size"": 1804452, ""percentage"": ""35.84""}, ""CSS"": {""size"": 190532, ""percentage"": ""3.78""}, ""JavaScript"": {""size"": 345469, ""percentage"": ""6.86""}, ""Vue"": {""size"": 808385, ""percentage"": ""16.06""}, ""SCSS"": {""size"": 76613, ""percentage"": ""1.52""}}",3.0,6.0,4.0
GitLab,1000vnd1,baprobation_api,69099964,2025-04-18T17:48:35.557Z,2025-05-08T02:38:30.758Z,main,0,0.0,200268.0,NOASSERTION,C#,"{""C#"": {""size"": 108619, ""percentage"": ""100.00""}}",11.0,1.0,2.0
GitLab,rug-digitallab/resources,digital-lab-gradle-plugin,51717653,2023-10-30T14:17:38.764Z,2025-05-08T08:43:11.540Z,develop,0,1.0,268376.0,,Kotlin,"{""Kotlin"": {""size"": 74325, ""percentage"": ""100.00""}}",562.0,41.0,11.0
GitLab,debdistutils/canary,devuan,45019742,2023-04-09T06:47:43.561Z,2025-05-08T13:06:39.590Z,main,1,1.0,1776591.0,,,,13821.0,1.0,1.0
GitLab,eptm-m347,0310-docker-begin,56968291,2024-04-17T19:09:12.083Z,2025-05-08T07:02:46.399Z,main,0,38.0,585031.0,,,,4.0,1.0,1.0
GitLab,jongompal,pac3-3d-level-design,69030439,2025-04-16T12:56:30.663Z,2025-05-08T09:40:28.277Z,main,0,0.0,3515286842.0,,C#,"{""ShaderLab"": {""size"": 190342, ""percentage"": ""20.64""}, ""HLSL"": {""size"": 37244, ""percentage"": ""4.04""}, ""C#"": {""size"": 679089, ""percentage"": ""73.64""}, ""Mathematica"": {""size"": 15479, ""percentage"": ""1.68""}}",23.0,1.0,2.0
GitLab,tkik_amzp,wlasny-jezyk-kompilowany-do-ical,68626949,2025-04-03T07:50:42.870Z,2025-05-08T12:55:50.332Z,main,0,0.0,224859.0,,Python,"{""Python"": {""size"": 120936, ""percentage"": ""96.89""}, ""ANTLR"": {""size"": 3879, ""percentage"": ""3.11""}}",23.0,1.0,3.0
GitLab,freesoftware,xbmc,1904156,2016-10-26T02:22:42.692Z,2025-05-08T10:23:04.679Z,master,1,0.0,131304482.0,NOASSERTION,C++,"{""CMake"": {""size"": 872658, ""percentage"": ""2.24""}, ""Python"": {""size"": 410614, ""percentage"": ""1.05""}, ""HTML"": {""size"": 199007, ""percentage"": ""0.51""}, ""JavaScript"": {""size"": 912837, ""percentage"": ""2.34""}, ""CSS"": {""size"": 53189, ""percentage"": ""0.14""}, ""Shell"": {""size"": 86061, ""percentage"": ""0.22""}, ""C++"": {""size"": 34030557, ""percentage"": ""87.23""}, ""C"": {""size"": 1064512, ""percentage"": ""2.73""}, ""Objective-C++"": {""size"": 541276, ""percentage"": ""1.39""}, ""Objective-C"": {""size"": 172686, ""percentage"": ""0.44""}, ""Makefile"": {""size"": 213208, ""percentage"": ""0.55""}, ""Java"": {""size"": 41252, ""percentage"": ""0.11""}, ""Batchfile"": {""size"": 75624, ""percentage"": ""0.19""}, ""NSIS"": {""size"": 15067, ""percentage"": ""0.04""}, ""GLSL"": {""size"": 80408, ""percentage"": ""0.21""}, ""HLSL"": {""size"": 38797, ""percentage"": ""0.10""}, ""C#"": {""size"": 21783, ""percentage"": ""0.06""}, ""Groovy"": {""size"": 63874, ""percentage"": ""0.16""}, ""SWIG"": {""size"": 9889, ""percentage"": ""0.03""}, ""Perl"": {""size"": 48426, ""percentage"": ""0.12""}, ""M4"": {""size"": 59606, ""percentage"": ""0.15""}}",68328.0,94.0,0.0
GitLab,mainast,signals-usage,69011400,2025-04-15T21:22:43.946Z,2025-05-08T11:25:09.932Z,main,0,0.0,10994364.0,Apache-2.0,Java,"{""Shell"": {""size"": 3025, ""percentage"": ""1.58""}, ""TypeScript"": {""size"": 22539, ""percentage"": ""11.77""}, ""JavaScript"": {""size"": 15394, ""percentage"": ""8.04""}, ""HTML"": {""size"": 2433, ""percentage"": ""1.27""}, ""CSS"": {""size"": 1641, ""percentage"": ""0.86""}, ""Java"": {""size"": 146427, ""percentage"": ""76.48""}}",26.0,2.0,3.0
GitLab,mygroup1460416,my-simple-ui,69031099,2025-04-16T13:15:51.522Z,2025-05-08T11:43:27.625Z,main,0,0.0,197803.0,NOASSERTION,TypeScript,"{""TypeScript"": {""size"": 21578, ""percentage"": ""78.68""}, ""HTML"": {""size"": 2884, ""percentage"": ""10.52""}, ""CSS"": {""size"": 2962, ""percentage"": ""10.80""}}",122.0,2.0,2.0
GitLab,arbetsformedlingen/designsystem,digi,37184031,2022-06-20T18:14:52.658Z,2025-05-08T12:33:45.603Z,main,15,9.0,76403177.0,Apache-2.0,TypeScript,"{""TypeScript"": {""size"": 3271725, ""percentage"": ""80.86""}, ""SCSS"": {""size"": 684393, ""percentage"": ""16.91""}, ""JavaScript"": {""size"": 10287, ""percentage"": ""0.25""}, ""HTML"": {""size"": 78005, ""percentage"": ""1.93""}, ""CSS"": {""size"": 1436, ""percentage"": ""0.04""}, ""Shell"": {""size"": 409, ""percentage"": ""0.01""}}",4800.0,85.0,63.0
GitLab,ska-telescope/sdp,ska-sdp-realtime-receive-processors,39466961,2022-09-16T08:21:31.213Z,2025-05-08T12:14:18.684Z,main,0,0.0,1205082.0,BSD-3-Clause,Python,"{""Dockerfile"": {""size"": 1018, ""percentage"": ""0.29""}, ""Makefile"": {""size"": 1495, ""percentage"": ""0.42""}, ""Shell"": {""size"": 763, ""percentage"": ""0.21""}, ""Python"": {""size"": 352412, ""percentage"": ""99.08""}}",789.0,28.0,12.0
GitLab,pyramine/packages,storage-space,48009023,2023-07-25T16:15:04.444Z,2025-05-08T04:09:58.913Z,main,0,3.0,893034.0,MIT,TypeScript,"{""JavaScript"": {""size"": 9290, ""percentage"": ""16.88""}, ""TypeScript"": {""size"": 45743, ""percentage"": ""83.12""}}",1791.0,2.0,3.0
GitLab,abdultommer,urged-release-1msjjm5qvkdlh,66037255,2025-01-10T14:51:01.603Z,2025-05-08T13:04:36.205Z,master,0,0.0,481450.0,,,,1.0,3.0,1.0
GitLab,freepascal.org/lazarus,lazarus,28419588,2021-07-27T17:36:44.354Z,2025-05-08T08:45:37.905Z,main,217,113.0,288450373.0,NOASSERTION,Pascal,"{""Makefile"": {""size"": 17441717, ""percentage"": ""14.04""}, ""Dockerfile"": {""size"": 5394, ""percentage"": ""0.00""}, ""Pascal"": {""size"": 99526367, ""percentage"": ""80.09""}, ""Batchfile"": {""size"": 36961, ""percentage"": ""0.03""}, ""Shell"": {""size"": 132356, ""percentage"": ""0.11""}, ""C++"": {""size"": 4056948, ""percentage"": ""3.26""}, ""Assembly"": {""size"": 383540, ""percentage"": ""0.31""}, ""BitBake"": {""size"": 5895, ""percentage"": ""0.00""}, ""C"": {""size"": 1881674, ""percentage"": ""1.51""}, ""CSS"": {""size"": 18113, ""percentage"": ""0.01""}, ""XSLT"": {""size"": 6429, ""percentage"": ""0.01""}, ""HTML"": {""size"": 320185, ""percentage"": ""0.26""}, ""ReScript"": {""size"": 8699, ""percentage"": ""0.01""}, ""Roff"": {""size"": 7892, ""percentage"": ""0.01""}, ""Pawn"": {""size"": 1299, ""percentage"": ""0.00""}, ""QMake"": {""size"": 46139, ""percentage"": ""0.04""}, ""AutoHotkey"": {""size"": 570, ""percentage"": ""0.00""}, ""Perl"": {""size"": 6809, ""percentage"": ""0.01""}, ""Puppet"": {""size"": 347, ""percentage"": ""0.00""}, ""Inno Setup"": {""size"": 375189, ""percentage"": ""0.30""}}",70630.0,34.0,128.0
GitLab,sebastix-group/nostr,nostrver.se,52817244,2023-12-06T11:38:13.230Z,2025-05-08T04:47:46.366Z,develop,0,0.0,1888840.0,,PHP,"{""PHP"": {""size"": 160486, ""percentage"": ""98.66""}, ""Twig"": {""size"": 1965, ""percentage"": ""1.21""}, ""JavaScript"": {""size"": 207, ""percentage"": ""0.13""}}",213.0,135.0,3.0
GitLab,3io-entertainment,echoes-of-extinction,68456587,2025-03-28T08:26:41.720Z,2025-05-08T12:16:48.666Z,main,0,0.0,345823.0,NOASSERTION,Mathematica,"{""Mathematica"": {""size"": 15479, ""percentage"": ""69.86""}, ""C#"": {""size"": 6677, ""percentage"": ""30.14""}}",3.0,6.0,3.0
GitLab,ekiprkl,practice,68317284,2025-03-24T17:10:54.246Z,2025-05-08T07:16:58.695Z,main,0,0.0,249719.0,,Python,"{""Python"": {""size"": 76368, ""percentage"": ""72.01""}, ""JavaScript"": {""size"": 29688, ""percentage"": ""27.99""}}",127.0,1.0,1.0
GitLab,horizon-europe-voxreality/dialogue-system,ai_training_assistant,65302456,2024-12-11T10:24:08.806Z,2025-05-08T05:39:27.133Z,main,0,0.0,589504.0,,Python,"{""Dockerfile"": {""size"": 812, ""percentage"": ""1.66""}, ""Python"": {""size"": 48053, ""percentage"": ""98.34""}}",38.0,1.0,5.0
GitLab,ergoithz,yatom,8685583,2018-10-03T17:03:08.038Z,2025-05-08T07:04:18.870Z,master,1,0.0,81274.0,MIT,Python,"{""Python"": {""size"": 20569, ""percentage"": ""95.58""}, ""HTML"": {""size"": 951, ""percentage"": ""4.42""}}",46.0,14.0,4.0
GitLab,cznic,libpcre2-8,50500200,2023-09-18T19:49:36.704Z,2025-05-08T09:14:00.918Z,master,0,0.0,10496078.0,BSD-3-Clause,Shell,"{""Makefile"": {""size"": 2216, ""percentage"": ""5.63""}, ""Go"": {""size"": 6559, ""percentage"": ""16.65""}, ""Shell"": {""size"": 30613, ""percentage"": ""77.72""}}",709.0,1.0,1.0
GitLab,openpowerlifting,opl-data,6722790,2018-06-04T20:55:20.852Z,2025-05-08T12:54:27.629Z,main,80,1373.0,1006555050.0,AGPL-3.0,,,42830.0,17.0,1146.0
